term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,dti,delinq_2yrs,revol_util,total_acc,num_tl_90g_dpd_24m,dti_joint,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
36 months,MORTGAGE,A,debt_consolidation,7.84%,CT,Current,Individual,7800,5 years,50000.0,1.25,0,18.80%,5,0,"",36,5,18.0,43.76206961077844,1.25,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,NJ,Current,Individual,10000,4 years,77000.0,9.74,2,64.40%,24,0,"",36,4,64.0,43.76206961077844,9.74,No
36 months,RENT,A,debt_consolidation,7.84%,NY,Current,Individual,11000,10+ years,162000.0,6.03,0,50.80%,29,0,"",36,10,50.0,43.76206961077844,6.03,No
36 months,OWN,B,debt_consolidation,11.55%,NY,Current,Individual,12000,9 years,86000.0,19.54,0,35.80%,55,0,"",36,9,35.0,43.76206961077844,19.54,No
36 months,OWN,A,home_improvement,8.46%,TX,Late (16-30 days),Individual,12000,3 years,120000.0,18.77,0,35.30%,12,0,"",36,3,35.0,43.76206961077844,18.77,Yes
60 months,MORTGAGE,C,debt_consolidation,13.56%,NH,Current,Joint App,15000,10+ years,52000.0,38.93,0,90%,22,0,23.39,60,10,90.0,43.76206961077844,38.93,No
36 months,RENT,A,credit_card,6.11%,NY,Current,Individual,10000,3 years,89000.0,9.99,1,41.10%,17,0,"",36,3,41.0,43.76206961077844,9.99,No
60 months,MORTGAGE,E,debt_consolidation,26.31%,NJ,Current,Joint App,35000,7 years,90000.0,20.04,0,67.60%,17,0,19.1,60,7,67.0,43.76206961077844,20.04,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,FL,Current,Individual,8500,10+ years,75000.0,2.24,0,78.40%,4,0,"",36,10,78.0,43.76206961077844,2.24,No
36 months,MORTGAGE,D,debt_consolidation,18.94%,OR,Current,Individual,22000,8 years,85000.0,21.06,0,59.10%,14,0,"",36,8,59.0,43.76206961077844,21.06,No
36 months,OWN,E,home_improvement,27.27%,CA,Fully Paid,Individual,5100,10+ years,110000.0,1.53,1,22.80%,14,0,"",36,10,22.0,43.76206961077844,1.53,No
36 months,MORTGAGE,D,other,18.94%,ID,Current,Individual,4800,2 years,80000.0,28.35,0,22.70%,57,0,"",36,2,22.0,43.76206961077844,28.35,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,FL,Current,Individual,20000,10+ years,185000.0,18.89,0,45%,59,0,"",60,10,45.0,43.76206961077844,18.89,No
36 months,RENT,C,debt_consolidation,16.14%,NY,Current,Individual,35000,< 1 year,150000.0,27.77,0,68.80%,18,0,"",36,1,68.0,43.76206961077844,27.77,No
36 months,RENT,C,credit_card,14.47%,CA,Current,Individual,4500,2 years,95000.0,14.07,0,69.70%,19,0,"",36,2,69.0,43.76206961077844,14.07,No
36 months,RENT,B,debt_consolidation,12.73%,CT,Current,Individual,20000,5 years,82500.0,29.11,0,60.50%,15,0,"",36,5,60.0,43.76206961077844,29.11,No
36 months,RENT,B,credit_card,11.06%,CA,Current,Individual,2500,1 year,60000.0,13.26,0,47.80%,4,0,"",36,1,47.0,43.76206961077844,13.26,No
36 months,RENT,E,debt_consolidation,26.31%,MN,Current,Individual,6000,< 1 year,40000.0,7.32,0,61.30%,9,0,"",36,1,61.0,43.76206961077844,7.32,No
60 months,MORTGAGE,D,home_improvement,20.89%,AZ,Current,Individual,25000,3 years,55000.0,12.44,0,47.80%,24,0,"",60,3,47.0,43.76206961077844,12.44,No
36 months,MORTGAGE,A,credit_card,6.11%,IL,Current,Individual,22000,< 1 year,100000.0,19.0,0,37.10%,28,0,"",36,1,37.0,43.76206961077844,19.0,No
36 months,RENT,A,debt_consolidation,8.46%,UT,Current,Individual,20500,6 years,30000.0,25.64,0,23.10%,8,0,"",36,6,23.0,43.76206961077844,25.64,No
36 months,MORTGAGE,C,home_improvement,15.02%,MS,Current,Individual,9000,4 years,63376.0,9.37,0,92%,6,0,"",36,4,92.0,43.76206961077844,9.37,No
36 months,RENT,D,debt_consolidation,18.94%,IL,Current,Individual,20000,10+ years,140000.0,3.97,1,10%,32,0,"",36,10,10.0,43.76206961077844,3.97,No
36 months,MORTGAGE,A,credit_card,6.11%,CA,Current,Individual,8450,2 years,116500.0,3.11,0,15.60%,18,0,"",36,2,15.0,43.76206961077844,3.11,No
60 months,OWN,D,credit_card,22.35%,LA,Current,Individual,24000,10+ years,85000.0,30.16,0,65.40%,35,0,"",60,10,65.0,43.76206961077844,30.16,No
36 months,MORTGAGE,B,home_improvement,11.55%,GA,Current,Individual,5000,1 year,146000.0,8.83,0,30.30%,46,0,"",36,1,30.0,43.76206961077844,8.83,No
36 months,RENT,D,credit_card,19.92%,PA,Current,Individual,11725,n/a,20544.0,37.5,0,53.20%,29,0,"",36,"",53.0,43.76206961077844,37.5,No
60 months,MORTGAGE,B,credit_card,10.47%,WY,Current,Individual,13000,6 years,30000.0,21.92,0,95.70%,11,0,"",60,6,95.0,43.76206961077844,21.92,No
36 months,MORTGAGE,B,credit_card,11.06%,FL,Current,Individual,4000,4 years,28000.0,25.85,0,10%,16,0,"",36,4,10.0,43.76206961077844,25.85,No
36 months,OWN,E,home_improvement,24.37%,AL,Fully Paid,Individual,1600,10+ years,42000.0,15.94,0,7.80%,17,0,"",36,10,7.0,43.76206961077844,15.94,No
36 months,RENT,C,debt_consolidation,16.14%,MO,Current,Individual,6000,n/a,14616.0,20.61,0,3.60%,37,0,"",36,"",3.0,43.76206961077844,20.61,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,LA,Current,Individual,4950,< 1 year,60000.0,23.76,0,42.50%,13,0,"",36,1,42.0,43.76206961077844,23.76,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,MD,Current,Individual,25000,3 years,110000.0,21.49,0,91.10%,11,0,"",60,3,91.0,43.76206961077844,21.49,No
36 months,RENT,C,debt_consolidation,15.02%,MA,Fully Paid,Individual,20000,< 1 year,108000.0,10.5,1,12.60%,15,0,"",36,1,12.0,43.76206961077844,10.5,No
36 months,MORTGAGE,D,debt_consolidation,20.89%,NC,Fully Paid,Individual,5000,n/a,29000.0,1.2,0,32.70%,12,0,"",36,"",32.0,43.76206961077844,1.2,No
36 months,RENT,A,credit_card,6.11%,MD,Fully Paid,Joint App,2500,2 years,40000.0,10.77,0,22.40%,5,0,10.26,36,2,22.0,43.76206961077844,10.77,No
60 months,RENT,C,debt_consolidation,14.47%,NJ,Current,Joint App,13000,6 years,36500.0,27.16,0,64%,14,0,21.9,60,6,64.0,43.76206961077844,27.16,No
36 months,MORTGAGE,B,home_improvement,11.06%,CA,Current,Joint App,2500,6 years,28000.0,12.13,0,34.20%,16,0,4.14,36,6,34.0,43.76206961077844,12.13,No
60 months,OWN,B,credit_card,11.06%,AR,Current,Individual,15000,< 1 year,40000.0,23.94,0,83.60%,12,0,"",60,1,83.0,43.76206961077844,23.94,No
36 months,MORTGAGE,A,major_purchase,7.84%,NY,Current,Individual,1000,n/a,60000.0,12.36,1,14.80%,31,0,"",36,"",14.0,43.76206961077844,12.36,No
60 months,RENT,C,debt_consolidation,16.14%,NY,Current,Joint App,40000,10+ years,92000.0,17.06,0,76%,14,0,14.95,60,10,76.0,43.76206961077844,17.06,No
60 months,RENT,C,debt_consolidation,16.14%,CA,Current,Individual,18000,10+ years,62000.0,14.17,0,71.60%,11,0,"",60,10,71.0,43.76206961077844,14.17,No
36 months,RENT,B,other,10.47%,CA,Current,Individual,1000,5 years,28000.0,2.74,0,11.80%,25,0,"",36,5,11.0,43.76206961077844,2.74,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,AL,Current,Individual,1700,8 years,90000.0,18.36,0,32.50%,15,0,"",36,8,32.0,43.76206961077844,18.36,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,CA,Current,Individual,8000,10+ years,110000.0,3.2,3,28.70%,19,0,"",36,10,28.0,43.76206961077844,3.2,No
60 months,RENT,B,credit_card,11.06%,CA,Current,Joint App,21000,8 years,80000.0,32.63,0,79.30%,27,0,25.82,60,8,79.0,43.76206961077844,32.63,No
36 months,MORTGAGE,C,home_improvement,16.14%,FL,Current,Individual,14400,n/a,70000.0,29.74,0,62.10%,23,0,"",36,"",62.0,43.76206961077844,29.74,No
36 months,MORTGAGE,D,debt_consolidation,19.92%,NY,Current,Individual,24000,2 years,120000.0,12.43,2,73.30%,25,0,"",36,2,73.0,43.76206961077844,12.43,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,LA,Current,Individual,15000,6 years,60000.0,14.06,3,6.10%,29,1,"",60,6,6.0,43.76206961077844,14.06,No
36 months,RENT,C,credit_card,13.56%,NJ,Current,Individual,5000,2 years,23000.0,6.26,0,68.10%,4,0,"",36,2,68.0,43.76206961077844,6.26,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,MA,Current,Joint App,18000,3 years,60000.0,23.7,0,34.10%,27,0,11.85,36,3,34.0,43.76206961077844,23.7,No
60 months,RENT,D,credit_card,22.35%,CA,Fully Paid,Individual,13500,2 years,50000.0,19.02,0,39.20%,29,0,"",60,2,39.0,43.76206961077844,19.02,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,VA,Current,Joint App,11575,10+ years,114000.0,25.37,0,13.60%,25,0,19.53,36,10,13.0,43.76206961077844,25.37,No
36 months,RENT,D,credit_card,17.97%,NY,Current,Individual,8000,10+ years,28000.0,31.38,0,60%,7,0,"",36,10,60.0,43.76206961077844,31.38,No
60 months,MORTGAGE,A,credit_card,6.67%,NC,Current,Individual,40000,10+ years,169000.0,14.17,0,51.50%,61,0,"",60,10,51.0,43.76206961077844,14.17,No
36 months,RENT,A,other,7.21%,NJ,Current,Individual,1800,7 years,42000.0,29.11,0,19.90%,27,0,"",36,7,19.0,43.76206961077844,29.11,No
36 months,MORTGAGE,C,debt_consolidation,13.56%,KS,Current,Individual,25000,4 years,36000.0,22.0,0,29.10%,18,0,"",36,4,29.0,43.76206961077844,22.0,No
60 months,OWN,D,credit_card,19.92%,CO,Current,Joint App,14000,4 years,32000.0,15.12,0,65.30%,11,0,15.44,60,4,65.0,43.76206961077844,15.12,No
36 months,RENT,A,debt_consolidation,7.21%,CA,Current,Individual,6600,10+ years,72000.0,3.78,0,68%,15,0,"",36,10,68.0,43.76206961077844,3.78,No
36 months,MORTGAGE,A,major_purchase,7.84%,FL,Current,Joint App,35000,9 years,80000.0,28.23,0,3.90%,21,0,25.5,36,9,3.0,43.76206961077844,28.23,No
36 months,MORTGAGE,A,home_improvement,6.67%,SC,Current,Individual,10000,10+ years,72000.0,15.98,0,38.30%,16,0,"",36,10,38.0,43.76206961077844,15.98,No
36 months,RENT,C,other,16.91%,FL,Current,Individual,1300,1 year,20000.0,16.63,0,11.70%,6,0,"",36,1,11.0,43.76206961077844,16.63,No
36 months,RENT,D,debt_consolidation,22.35%,NM,Current,Individual,20000,10+ years,70000.0,35.83,0,29.30%,31,0,"",36,10,29.0,43.76206961077844,35.83,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,LA,Current,Individual,6000,10+ years,48000.0,7.78,1,23.70%,23,0,"",36,10,23.0,43.76206961077844,7.78,No
36 months,RENT,A,credit_card,6.11%,CA,Current,Individual,12000,5 years,80000.0,7.46,0,20.10%,14,0,"",36,5,20.0,43.76206961077844,7.46,No
36 months,RENT,A,debt_consolidation,8.46%,TX,Current,Individual,15000,1 year,29000.0,15.81,0,13.20%,8,0,"",36,1,13.0,43.76206961077844,15.81,No
36 months,RENT,A,debt_consolidation,7.84%,IL,Current,Individual,10000,4 years,50000.0,18.15,0,32.30%,14,0,"",36,4,32.0,43.76206961077844,18.15,No
36 months,RENT,A,credit_card,6.11%,MD,Current,Individual,10000,< 1 year,80000.0,13.43,0,68.90%,15,0,"",36,1,68.0,43.76206961077844,13.43,No
36 months,RENT,A,credit_card,6.67%,SC,Current,Individual,10000,2 years,30000.0,32.64,0,11.40%,14,0,"",36,2,11.0,43.76206961077844,32.64,No
60 months,OWN,B,home_improvement,10.47%,PA,Current,Individual,10000,< 1 year,52000.0,10.89,0,49.90%,17,0,"",60,1,49.0,43.76206961077844,10.89,No
36 months,RENT,C,debt_consolidation,14.47%,MD,Current,Individual,4000,3 years,62000.0,21.78,0,55.80%,21,0,"",36,3,55.0,43.76206961077844,21.78,No
36 months,RENT,A,debt_consolidation,7.84%,NY,Current,Individual,20000,8 years,70000.0,28.51,0,26.70%,28,0,"",36,8,26.0,43.76206961077844,28.51,No
36 months,RENT,A,debt_consolidation,8.46%,NJ,Current,Individual,12500,9 years,40000.0,20.7,0,23.10%,19,0,"",36,9,23.0,43.76206961077844,20.7,No
36 months,RENT,B,debt_consolidation,10.08%,NY,Current,Individual,15500,4 years,58000.0,18.73,0,61%,10,0,"",36,4,61.0,43.76206961077844,18.73,No
36 months,RENT,D,debt_consolidation,20.89%,NJ,Current,Individual,18750,6 years,47500.0,26.4,0,58.70%,19,0,"",36,6,58.0,43.76206961077844,26.4,No
36 months,RENT,C,debt_consolidation,14.47%,IL,Current,Individual,25000,4 years,89000.0,12.74,0,76%,20,0,"",36,4,76.0,43.76206961077844,12.74,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,NC,Current,Individual,8500,10+ years,35500.0,29.14,0,24.60%,17,0,"",36,10,24.0,43.76206961077844,29.14,No
36 months,OWN,C,major_purchase,16.14%,SC,Current,Individual,5000,10+ years,35000.0,15.91,0,40.20%,20,0,"",36,10,40.0,43.76206961077844,15.91,No
36 months,ANY,C,credit_card,15.02%,NY,Current,Individual,8000,7 years,20000.0,15.31,0,15.20%,10,0,"",36,7,15.0,43.76206961077844,15.31,No
36 months,MORTGAGE,C,debt_consolidation,16.14%,GA,Late (16-30 days),Individual,15000,10+ years,83000.0,29.02,0,76.30%,30,0,"",36,10,76.0,43.76206961077844,29.02,Yes
36 months,MORTGAGE,D,debt_consolidation,19.92%,CA,Current,Individual,15000,10+ years,50000.0,26.69,0,71.30%,18,0,"",36,10,71.0,43.76206961077844,26.69,No
60 months,RENT,C,debt_consolidation,15.02%,NY,Current,Individual,38000,10+ years,67000.0,2.02,0,24.50%,9,0,"",60,10,24.0,43.76206961077844,2.02,No
36 months,RENT,C,debt_consolidation,16.14%,NY,Current,Individual,10000,10+ years,47000.0,11.95,0,84.80%,12,0,"",36,10,84.0,43.76206961077844,11.95,No
36 months,OWN,A,debt_consolidation,6.11%,IN,Current,Individual,6500,3 years,50000.0,20.04,0,25.10%,10,0,"",36,3,25.0,43.76206961077844,20.04,No
36 months,RENT,C,debt_consolidation,14.47%,FL,Current,Individual,7000,2 years,58000.0,39.03,0,50.70%,38,0,"",36,2,50.0,43.76206961077844,39.03,No
60 months,MORTGAGE,C,small_business,14.47%,IL,Current,Joint App,20000,n/a,75000.0,23.6,0,31.50%,34,0,13.67,60,"",31.0,43.76206961077844,23.6,No
60 months,RENT,C,other,16.91%,WI,Current,Joint App,30000,n/a,0.0,"",0,21%,27,0,11.35,60,"",21.0,43.76206961077844,11.35,No
36 months,OWN,A,other,7.84%,CA,Current,Individual,35000,7 years,145000.0,7.71,0,19.30%,13,0,"",36,7,19.0,43.76206961077844,7.71,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,MS,Current,Individual,9600,7 years,43000.0,14.88,1,9.30%,13,0,"",36,7,9.0,43.76206961077844,14.88,No
36 months,RENT,A,credit_card,6.11%,FL,Fully Paid,Individual,5000,1 year,52000.0,6.16,0,56.20%,13,0,"",36,1,56.0,43.76206961077844,6.16,No
36 months,MORTGAGE,B,major_purchase,12.73%,TN,Current,Individual,9725,4 years,29120.0,19.66,0,17.90%,21,0,"",36,4,17.0,43.76206961077844,19.66,No
36 months,MORTGAGE,C,home_improvement,13.56%,MO,Current,Individual,10000,3 years,200000.0,9.76,0,26.90%,36,0,"",36,3,26.0,43.76206961077844,9.76,No
60 months,RENT,B,debt_consolidation,11.06%,CA,Current,Individual,10000,6 years,62000.0,7.8,0,28.80%,12,0,"",60,6,28.0,43.76206961077844,7.8,No
36 months,OWN,B,credit_card,10.08%,AZ,Current,Individual,8000,5 years,25000.0,37.59,0,65.60%,18,0,"",36,5,65.0,43.76206961077844,37.59,No
36 months,OWN,B,debt_consolidation,11.06%,OH,Current,Individual,24000,< 1 year,80000.0,19.44,0,61.70%,33,0,"",36,1,61.0,43.76206961077844,19.44,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,IL,Current,Individual,25000,3 years,95000.0,19.52,0,46.30%,39,0,"",60,3,46.0,43.76206961077844,19.52,No
36 months,MORTGAGE,C,debt_consolidation,13.56%,MI,Current,Joint App,12800,2 years,97000.0,30.78,0,92.10%,38,0,22.5,36,2,92.0,43.76206961077844,30.78,No
36 months,MORTGAGE,C,debt_consolidation,16.14%,FL,Current,Joint App,16000,2 years,45000.0,35.5,1,27.80%,50,0,22.37,36,2,27.0,43.76206961077844,35.5,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,AZ,Current,Individual,26500,10+ years,165000.0,5.66,0,37.50%,15,0,"",60,10,37.0,43.76206961077844,5.66,No
60 months,MORTGAGE,D,debt_consolidation,22.35%,OK,Current,Individual,20000,4 years,80000.0,19.73,0,89.40%,23,0,"",60,4,89.0,43.76206961077844,19.73,No
36 months,RENT,B,debt_consolidation,11.06%,TX,Current,Individual,25000,< 1 year,130000.0,14.92,0,56.30%,15,0,"",36,1,56.0,43.76206961077844,14.92,No
36 months,RENT,B,debt_consolidation,11.55%,CA,Current,Individual,19000,10+ years,60000.0,22.02,0,87.10%,18,0,"",36,10,87.0,43.76206961077844,22.02,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,GA,Current,Individual,30000,< 1 year,165000.0,18.46,0,76%,14,0,"",36,1,76.0,43.76206961077844,18.46,No
36 months,MORTGAGE,D,credit_card,18.94%,MO,Current,Joint App,20000,10+ years,85782.0,40.65,0,57.90%,21,0,36.95,36,10,57.0,43.76206961077844,40.65,No
36 months,OWN,B,debt_consolidation,10.08%,NY,Current,Individual,8000,10+ years,60000.0,4.04,1,28%,9,0,"",36,10,28.0,43.76206961077844,4.04,No
60 months,MORTGAGE,C,credit_card,13.56%,MS,Current,Joint App,17000,10+ years,50000.0,22.9,1,41.40%,27,0,14.73,60,10,41.0,43.76206961077844,22.9,No
36 months,MORTGAGE,C,debt_consolidation,14.47%,MN,Current,Individual,30000,< 1 year,80000.0,21.77,1,72.20%,22,0,"",36,1,72.0,43.76206961077844,21.77,No
36 months,MORTGAGE,A,home_improvement,6.11%,MA,Current,Individual,25000,4 years,67000.0,4.64,0,20.20%,13,0,"",36,4,20.0,43.76206961077844,4.64,No
36 months,RENT,B,debt_consolidation,12.73%,FL,Current,Individual,7000,3 years,56000.0,10.84,0,25%,25,0,"",36,3,25.0,43.76206961077844,10.84,No
60 months,RENT,B,car,12.73%,NY,Current,Individual,16000,8 years,45000.0,19.28,0,31.20%,28,0,"",60,8,31.0,43.76206961077844,19.28,No
36 months,MORTGAGE,C,other,14.47%,TX,In Grace Period,Joint App,5000,< 1 year,4000.0,214.71,0,91.20%,15,0,13.48,36,1,91.0,43.76206961077844,214.71,Yes
36 months,MORTGAGE,B,debt_consolidation,11.55%,MT,Current,Individual,5000,n/a,100000.0,5.23,0,86.60%,6,0,"",36,"",86.0,43.76206961077844,5.23,No
60 months,RENT,B,debt_consolidation,10.08%,MI,Current,Individual,11000,1 year,40000.0,27.0,0,37%,22,0,"",60,1,37.0,43.76206961077844,27.0,No
36 months,MORTGAGE,B,credit_card,11.06%,NY,Late (31-120 days),Individual,40000,1 year,75000.0,11.74,0,80.70%,10,0,"",36,1,80.0,43.76206961077844,11.74,Yes
36 months,RENT,C,debt_consolidation,16.14%,NJ,Current,Individual,8000,10+ years,64000.0,19.71,0,52.10%,17,0,"",36,10,52.0,43.76206961077844,19.71,No
36 months,OWN,D,debt_consolidation,18.94%,NJ,Current,Individual,6075,1 year,370000.0,27.97,1,95.10%,37,0,"",36,1,95.0,43.76206961077844,27.97,No
36 months,RENT,A,credit_card,6.11%,OH,Current,Individual,7000,10+ years,59000.0,18.12,1,68.20%,30,0,"",36,10,68.0,43.76206961077844,18.12,No
36 months,OWN,D,medical,18.94%,NY,Current,Individual,15000,1 year,115000.0,27.68,0,74.80%,34,0,"",36,1,74.0,43.76206961077844,27.68,No
36 months,MORTGAGE,C,debt_consolidation,16.14%,CA,Current,Joint App,2000,10+ years,72800.0,21.45,0,97.50%,16,0,16.16,36,10,97.0,43.76206961077844,21.45,No
36 months,OWN,A,credit_card,8.46%,FL,Current,Individual,20000,10+ years,80000.0,13.29,0,45.70%,26,0,"",36,10,45.0,43.76206961077844,13.29,No
36 months,RENT,A,debt_consolidation,8.46%,NY,Current,Individual,11000,7 years,65000.0,8.95,0,16.50%,14,0,"",36,7,16.0,43.76206961077844,8.95,No
36 months,RENT,B,credit_card,11.06%,NJ,Current,Individual,7500,< 1 year,58500.0,34.22,0,57.90%,27,0,"",36,1,57.0,43.76206961077844,34.22,No
36 months,MORTGAGE,B,credit_card,12.73%,NC,Current,Individual,10000,7 years,35000.0,30.32,0,44%,22,0,"",36,7,44.0,43.76206961077844,30.32,No
36 months,RENT,A,debt_consolidation,6.67%,MA,Current,Individual,6025,5 years,57000.0,17.05,0,6.90%,35,0,"",36,5,6.0,43.76206961077844,17.05,No
36 months,RENT,A,credit_card,6.67%,CO,Current,Individual,30000,4 years,120000.0,12.53,0,33.20%,20,0,"",36,4,33.0,43.76206961077844,12.53,No
60 months,RENT,D,debt_consolidation,17.97%,NY,Current,Individual,10000,3 years,66000.0,10.27,0,70.70%,13,0,"",60,3,70.0,43.76206961077844,10.27,No
36 months,RENT,B,credit_card,10.47%,CA,Current,Individual,24000,< 1 year,220000.0,12.49,0,66.20%,16,0,"",36,1,66.0,43.76206961077844,12.49,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,CA,Late (31-120 days),Individual,40000,2 years,220000.0,3.65,2,56.30%,51,0,"",60,2,56.0,43.76206961077844,3.65,Yes
36 months,MORTGAGE,A,medical,8.46%,SC,Current,Individual,12000,10+ years,120000.0,11.0,0,24.60%,26,0,"",36,10,24.0,43.76206961077844,11.0,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,FL,Current,Individual,8000,8 years,98000.0,14.57,0,35.50%,25,0,"",36,8,35.0,43.76206961077844,14.57,No
60 months,MORTGAGE,E,credit_card,27.27%,MI,Current,Individual,20000,4 years,67000.0,22.19,0,25.60%,29,0,"",60,4,25.0,43.76206961077844,22.19,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,CA,Current,Individual,10000,3 years,95000.0,21.0,0,16.40%,41,0,"",60,3,16.0,43.76206961077844,21.0,No
60 months,MORTGAGE,F,other,28.72%,CA,Current,Joint App,12000,n/a,17316.0,67.91,0,47.70%,20,0,23.71,60,"",47.0,43.76206961077844,67.91,No
36 months,MORTGAGE,C,credit_card,14.47%,NH,Current,Individual,30000,9 years,120000.0,24.47,0,92.70%,31,0,"",36,9,92.0,43.76206961077844,24.47,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,PA,Current,Joint App,30000,10+ years,75000.0,15.28,0,42.10%,10,0,15.42,60,10,42.0,43.76206961077844,15.28,No
36 months,RENT,A,debt_consolidation,8.46%,NY,Current,Individual,20000,3 years,130000.0,22.3,0,17%,26,0,"",36,3,17.0,43.76206961077844,22.3,No
60 months,MORTGAGE,F,debt_consolidation,28.72%,DE,Current,Individual,10000,9 years,130000.0,35.34,0,74.40%,38,0,"",60,9,74.0,43.76206961077844,35.34,No
36 months,RENT,B,credit_card,11.06%,PA,Current,Individual,12000,2 years,74500.0,11.4,0,59.70%,6,0,"",36,2,59.0,43.76206961077844,11.4,No
36 months,RENT,C,car,13.56%,NJ,Current,Individual,10000,< 1 year,125000.0,0.25,0,15.80%,9,0,"",36,1,15.0,43.76206961077844,0.25,No
60 months,RENT,C,debt_consolidation,16.91%,NH,Current,Individual,15000,4 years,70000.0,16.46,0,68.40%,11,0,"",60,4,68.0,43.76206961077844,16.46,No
36 months,RENT,A,credit_card,7.21%,NY,Current,Individual,8000,3 years,45000.0,16.51,0,24.50%,23,0,"",36,3,24.0,43.76206961077844,16.51,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,CA,Current,Individual,20000,10+ years,109992.0,13.32,0,75.20%,19,0,"",60,10,75.0,43.76206961077844,13.32,No
60 months,RENT,E,debt_consolidation,26.31%,CA,Current,Individual,15800,10+ years,75621.0,30.74,0,45.10%,49,0,"",60,10,45.0,43.76206961077844,30.74,No
36 months,RENT,D,vacation,19.92%,FL,Current,Individual,4000,4 years,80000.0,22.64,0,39.60%,13,0,"",36,4,39.0,43.76206961077844,22.64,No
36 months,MORTGAGE,B,debt_consolidation,11.55%,UT,Current,Joint App,13000,4 years,105000.0,6.17,0,14.30%,20,0,9.39,36,4,14.0,43.76206961077844,6.17,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,NJ,Current,Individual,20000,10+ years,62000.0,22.34,0,71.20%,23,0,"",36,10,71.0,43.76206961077844,22.34,No
36 months,MORTGAGE,A,credit_card,7.21%,WA,Current,Individual,9000,10+ years,35000.0,22.57,0,14.20%,22,0,"",36,10,14.0,43.76206961077844,22.57,No
36 months,RENT,D,credit_card,18.94%,NY,Fully Paid,Individual,16000,10+ years,92000.0,21.06,0,47.30%,24,0,"",36,10,47.0,43.76206961077844,21.06,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,NY,Current,Individual,35000,10+ years,172000.0,27.91,0,79.50%,28,0,"",60,10,79.0,43.76206961077844,27.91,No
36 months,MORTGAGE,C,credit_card,15.02%,FL,Current,Individual,6000,< 1 year,80000.0,9.57,0,66.60%,10,0,"",36,1,66.0,43.76206961077844,9.57,No
36 months,MORTGAGE,C,debt_consolidation,13.56%,WA,Current,Individual,35000,10+ years,80000.0,34.59,1,46.20%,23,0,"",36,10,46.0,43.76206961077844,34.59,No
60 months,MORTGAGE,A,debt_consolidation,7.84%,PA,Current,Individual,35000,10+ years,160000.0,24.69,1,87.50%,28,1,"",60,10,87.0,43.76206961077844,24.69,No
36 months,RENT,B,credit_card,11.06%,NY,Current,Individual,5000,3 years,100000.0,6.83,0,31%,9,0,"",36,3,31.0,43.76206961077844,6.83,No
36 months,MORTGAGE,A,credit_card,8.46%,MA,Current,Individual,10000,3 years,78000.0,14.04,0,14.80%,55,0,"",36,3,14.0,43.76206961077844,14.04,No
36 months,RENT,B,debt_consolidation,11.55%,CA,Current,Individual,5000,1 year,26800.0,29.33,0,65.70%,12,0,"",36,1,65.0,43.76206961077844,29.33,No
60 months,MORTGAGE,B,home_improvement,11.55%,WA,Current,Joint App,40000,1 year,90000.0,35.41,0,38.90%,18,0,14.72,60,1,38.0,43.76206961077844,35.41,No
36 months,OWN,A,debt_consolidation,7.84%,UT,Current,Individual,7000,10+ years,52000.0,13.94,1,6.80%,23,0,"",36,10,6.0,43.76206961077844,13.94,No
60 months,RENT,C,debt_consolidation,14.47%,VA,Current,Individual,15000,6 years,29000.0,18.75,0,50.20%,15,0,"",60,6,50.0,43.76206961077844,18.75,No
36 months,RENT,C,debt_consolidation,15.02%,OK,Current,Individual,8000,2 years,38880.0,32.26,0,38.50%,40,0,"",36,2,38.0,43.76206961077844,32.26,No
36 months,RENT,B,credit_card,11.55%,CT,Current,Individual,35000,6 years,170000.0,13.56,0,86.20%,17,0,"",36,6,86.0,43.76206961077844,13.56,No
36 months,RENT,B,debt_consolidation,10.08%,CA,Current,Individual,25000,3 years,45000.0,6.72,1,18.90%,9,0,"",36,3,18.0,43.76206961077844,6.72,No
36 months,OWN,B,debt_consolidation,10.47%,TX,Current,Individual,12000,7 years,31000.0,29.31,0,54.90%,13,0,"",36,7,54.0,43.76206961077844,29.31,No
