term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,delinq_2yrs,total_acc,num_tl_90g_dpd_24m,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
36 months,MORTGAGE,C,medical,16.91%,KS,Current,Individual,2500,1 year,30000.0,0,12,0,36,1,5.0,43.76206961077844,12.4,No
60 months,RENT,B,credit_card,11.06%,CA,Current,Individual,25000,9 years,80000.0,0,12,0,60,9,72.0,43.76206961077844,33.44,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,UT,Current,Joint App,10000,< 1 year,9000.0,0,22,0,36,1,23.0,43.76206961077844,41.87,No
36 months,MORTGAGE,E,debt_consolidation,24.37%,PA,Current,Joint App,32150,10+ years,50000.0,0,16,0,36,10,66.0,43.76206961077844,71.2,No
36 months,MORTGAGE,C,debt_consolidation,13.56%,TX,Current,Individual,24000,< 1 year,80000.0,0,13,0,36,1,66.0,43.76206961077844,17.43,No
36 months,MORTGAGE,B,small_business,11.06%,TX,Current,Individual,2500,3 years,93500.0,0,17,0,36,3,61.0,43.76206961077844,12.19,No
60 months,MORTGAGE,D,debt_consolidation,18.94%,CA,Current,Individual,10000,3 years,60000.0,0,14,0,60,3,37.0,43.76206961077844,9.2,No
36 months,MORTGAGE,A,credit_card,6.67%,CA,Current,Individual,15000,10+ years,70000.0,0,55,0,36,10,10.0,43.76206961077844,26.5,No
60 months,MORTGAGE,D,home_improvement,22.35%,IL,Current,Joint App,25000,< 1 year,90000.0,0,29,0,60,1,59.0,43.76206961077844,22.77,No
36 months,MORTGAGE,C,debt_consolidation,14.47%,TX,Current,Joint App,10000,4 years,35000.0,1,15,0,36,4,64.0,43.76206961077844,6.72,No
36 months,RENT,A,credit_card,6.11%,TX,Current,Individual,3800,1 year,44000.0,0,9,0,36,1,38.0,43.76206961077844,12.44,No
36 months,MORTGAGE,D,home_improvement,19.92%,FL,Current,Individual,5000,n/a,23532.0,0,51,0,36,"",24.0,43.76206961077844,29.27,No
36 months,RENT,C,other,16.14%,WA,Current,Joint App,3000,6 years,42000.0,0,8,0,36,6,78.0,43.76206961077844,9.14,No
36 months,OWN,A,car,6.11%,NJ,Current,Individual,40000,10+ years,200000.0,0,23,0,36,10,41.0,43.76206961077844,8.6,No
36 months,OWN,A,debt_consolidation,6.67%,TX,Current,Individual,35000,6 years,147000.0,0,37,0,36,6,17.0,43.76206961077844,15.04,No
36 months,RENT,A,other,8.46%,NY,Current,Individual,13000,< 1 year,60000.0,0,16,0,36,1,10.0,43.76206961077844,12.58,No
36 months,MORTGAGE,D,debt_consolidation,17.97%,HI,Current,Individual,16000,2 years,56000.0,1,12,0,36,2,8.0,43.76206961077844,24.3,No
36 months,RENT,B,debt_consolidation,11.55%,NH,Current,Individual,10000,< 1 year,50000.0,0,11,0,36,1,43.0,43.76206961077844,25.83,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,OH,Current,Joint App,4500,10+ years,73000.0,0,33,0,36,10,17.0,43.76206961077844,3.73,No
36 months,RENT,C,other,14.47%,MA,Current,Individual,6025,10+ years,95000.0,6,12,0,36,10,56.0,43.76206961077844,10.43,No
36 months,MORTGAGE,C,credit_card,13.56%,IL,Current,Individual,40000,6 years,200000.0,0,30,0,36,6,57.0,43.76206961077844,26.79,No
36 months,MORTGAGE,D,vacation,18.94%,TX,Current,Joint App,2500,6 years,50000.0,0,22,0,36,6,47.0,43.76206961077844,15.15,No
36 months,RENT,B,debt_consolidation,11.06%,NV,Current,Joint App,4000,1 year,40000.0,0,18,0,36,1,12.0,43.76206961077844,37.59,No
36 months,MORTGAGE,B,debt_consolidation,11.55%,LA,Current,Individual,30000,3 years,120000.0,0,25,0,36,3,68.0,43.76206961077844,12.52,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,CA,Current,Individual,22000,< 1 year,212000.0,1,23,0,36,1,64.0,43.76206961077844,16.73,No
60 months,RENT,C,debt_consolidation,16.14%,WA,Current,Individual,15000,1 year,140000.0,0,6,0,60,1,36.0,43.76206961077844,6.86,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,CA,Current,Individual,40000,10+ years,125000.0,0,14,0,60,10,69.0,43.76206961077844,13.18,No
60 months,MORTGAGE,C,debt_consolidation,16.91%,OR,Current,Individual,25000,2 years,55000.0,0,28,0,60,2,16.0,43.76206961077844,7.81,No
36 months,MORTGAGE,C,debt_consolidation,16.91%,PA,Current,Joint App,3600,3 years,65000.0,0,8,0,36,3,42.0,43.76206961077844,11.52,No
60 months,MORTGAGE,C,debt_consolidation,16.91%,IL,Current,Individual,15000,4 years,45000.0,0,23,0,60,4,33.0,43.76206961077844,12.37,No
60 months,RENT,C,debt_consolidation,13.56%,NY,Current,Individual,40000,< 1 year,90000.0,0,10,0,60,1,21.0,43.76206961077844,11.37,No
36 months,MORTGAGE,A,credit_card,6.67%,TX,Current,Individual,7000,2 years,65000.0,0,29,0,36,2,19.0,43.76206961077844,18.46,No
36 months,RENT,A,debt_consolidation,7.84%,CA,Current,Individual,10000,5 years,40000.0,0,9,0,36,5,32.0,43.76206961077844,28.8,No
36 months,MORTGAGE,B,other,12.73%,FL,Current,Joint App,10000,n/a,0.0,0,10,0,36,"",41.0,43.76206961077844,13.86,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,AZ,Current,Joint App,21000,3 years,102000.0,0,21,0,60,3,62.0,43.76206961077844,15.06,No
36 months,RENT,A,credit_card,6.11%,NY,Current,Individual,18000,2 years,130000.0,1,15,0,36,2,61.0,43.76206961077844,13.84,No
36 months,MORTGAGE,A,credit_card,7.21%,GA,Current,Individual,10000,5 years,50000.0,0,6,0,36,5,80.0,43.76206961077844,17.67,No
36 months,RENT,A,credit_card,7.84%,RI,Current,Individual,30000,10+ years,120000.0,0,22,0,36,10,47.0,43.76206961077844,12.21,No
60 months,MORTGAGE,D,home_improvement,18.94%,MA,Current,Individual,12000,10+ years,90000.0,4,35,1,60,10,17.0,43.76206961077844,10.19,No
36 months,RENT,D,debt_consolidation,18.94%,GA,Current,Individual,3500,< 1 year,52200.0,0,14,0,36,1,94.0,43.76206961077844,24.55,No
60 months,MORTGAGE,D,credit_card,17.97%,CA,Current,Joint App,19975,10+ years,46780.0,0,21,0,60,10,59.0,43.76206961077844,12.24,No
60 months,MORTGAGE,E,home_improvement,27.27%,WV,Current,Joint App,30000,n/a,7200.0,1,11,0,60,"",28.0,43.76206961077844,83.67,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,KS,Late (31-120 days),Individual,19500,2 years,178000.0,0,43,0,36,2,71.0,43.76206961077844,20.0,Yes
36 months,OWN,A,debt_consolidation,7.84%,VA,Current,Individual,10000,n/a,54000.0,0,37,0,36,"",9.0,43.76206961077844,25.51,No
36 months,RENT,C,debt_consolidation,15.02%,LA,Current,Individual,15000,10+ years,68000.0,0,15,0,36,10,72.0,43.76206961077844,12.35,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,NY,Current,Individual,11200,7 years,58000.0,0,29,0,60,7,74.0,43.76206961077844,13.7,No
36 months,RENT,C,debt_consolidation,14.47%,NY,Current,Individual,11000,3 years,53000.0,0,11,0,36,3,51.0,43.76206961077844,25.02,No
36 months,MORTGAGE,A,credit_card,8.46%,CA,Current,Individual,6000,< 1 year,50000.0,0,28,0,36,1,24.0,43.76206961077844,26.67,No
36 months,RENT,C,debt_consolidation,16.91%,IN,Current,Individual,6000,4 years,75000.0,0,25,0,36,4,21.0,43.76206961077844,12.0,No
60 months,MORTGAGE,D,medical,19.92%,KS,Current,Individual,25000,10+ years,88000.0,2,32,0,60,10,76.0,43.76206961077844,23.85,No
36 months,MORTGAGE,C,other,15.02%,TX,Current,Individual,2000,3 years,86000.0,1,23,0,36,3,43.0,43.76206961077844,18.37,No
36 months,RENT,C,debt_consolidation,13.56%,FL,Current,Individual,3600,3 years,19000.0,0,11,0,36,3,23.0,43.76206961077844,29.44,No
36 months,MORTGAGE,C,debt_consolidation,13.56%,PA,Current,Individual,8000,6 years,60000.0,0,24,0,36,6,57.0,43.76206961077844,27.36,No
36 months,RENT,E,other,24.37%,AZ,Current,Individual,1000,2 years,41600.0,0,7,0,36,2,25.0,43.76206961077844,14.17,No
36 months,RENT,A,credit_card,6.11%,TX,Current,Individual,16000,n/a,25000.0,0,11,0,36,"",12.0,43.76206961077844,26.36,No
36 months,RENT,C,debt_consolidation,15.02%,MD,Current,Individual,25200,1 year,97000.0,0,19,0,36,1,70.0,43.76206961077844,13.89,No
60 months,MORTGAGE,A,credit_card,7.84%,OK,Current,Individual,35000,7 years,200000.0,0,13,0,60,7,87.0,43.76206961077844,10.73,No
36 months,RENT,A,credit_card,6.11%,CA,Current,Individual,5100,n/a,23000.0,0,6,0,36,"",48.0,43.76206961077844,7.62,No
36 months,RENT,C,debt_consolidation,14.47%,PA,Current,Individual,8000,5 years,52000.0,1,5,0,36,5,16.0,43.76206961077844,1.68,No
60 months,RENT,D,debt_consolidation,22.35%,CA,Current,Joint App,30000,2 years,45000.0,0,23,0,60,2,56.0,43.76206961077844,32.35,No
36 months,RENT,B,debt_consolidation,11.55%,LA,Current,Joint App,11000,1 year,21000.0,0,28,0,36,1,57.0,43.76206961077844,24.34,No
60 months,RENT,B,debt_consolidation,12.73%,IL,Fully Paid,Individual,35000,10+ years,70000.0,1,25,0,60,10,23.0,43.76206961077844,11.31,No
36 months,RENT,A,credit_card,6.11%,FL,Current,Individual,10000,4 years,115000.0,0,7,0,36,4,88.0,43.76206961077844,8.7,No
36 months,MORTGAGE,A,other,7.21%,AZ,Current,Individual,10000,5 years,44220.0,0,23,0,36,5,0.0,43.76206961077844,13.03,No
36 months,MORTGAGE,B,home_improvement,12.73%,FL,Current,Individual,8000,2 years,60000.0,0,11,0,36,2,12.0,43.76206961077844,13.32,No
36 months,RENT,A,debt_consolidation,7.84%,KS,Current,Individual,9600,1 year,61000.0,0,32,0,36,1,34.0,43.76206961077844,10.47,No
36 months,MORTGAGE,B,home_improvement,11.55%,NJ,Current,Individual,5000,10+ years,47500.0,1,24,0,36,10,8.0,43.76206961077844,12.25,No
60 months,RENT,C,debt_consolidation,15.02%,TX,Current,Individual,10000,10+ years,68000.0,0,14,0,60,10,35.0,43.76206961077844,16.06,No
60 months,MORTGAGE,D,home_improvement,20.89%,GA,Current,Individual,15000,10+ years,85000.0,7,20,6,60,10,63.0,43.76206961077844,20.81,No
36 months,MORTGAGE,D,major_purchase,20.89%,WA,Current,Joint App,6000,10+ years,23875.0,1,25,0,36,10,46.0,43.76206961077844,75.08,No
36 months,RENT,A,debt_consolidation,7.21%,MA,Current,Individual,5000,7 years,35000.0,0,15,0,36,7,4.0,43.76206961077844,7.58,No
36 months,MORTGAGE,A,credit_card,8.46%,TN,Current,Individual,29075,2 years,127000.0,0,25,0,36,2,106.0,43.76206961077844,14.01,No
60 months,MORTGAGE,D,debt_consolidation,19.92%,ID,Current,Joint App,30000,2 years,70000.0,0,14,0,60,2,56.0,43.76206961077844,16.12,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,NY,Current,Joint App,40000,8 years,60000.0,0,19,0,36,8,0.0,43.76206961077844,2.5,No
36 months,RENT,E,medical,23.40%,TX,Current,Individual,1000,10+ years,32000.0,0,9,0,36,10,80.0,43.76206961077844,25.21,No
36 months,RENT,C,debt_consolidation,16.91%,GA,Current,Individual,10500,10+ years,40000.0,0,32,0,36,10,48.0,43.76206961077844,23.91,No
36 months,RENT,B,debt_consolidation,11.06%,FL,Current,Individual,12000,7 years,80000.0,0,20,0,36,7,51.0,43.76206961077844,8.19,No
36 months,MORTGAGE,C,home_improvement,14.47%,NY,Current,Individual,12000,10+ years,120000.0,0,63,0,36,10,70.0,43.76206961077844,14.43,No
36 months,OWN,A,credit_card,7.21%,MI,Current,Individual,3500,3 years,51000.0,0,20,0,36,3,16.0,43.76206961077844,13.74,No
36 months,MORTGAGE,B,home_improvement,12.73%,MO,Current,Individual,5000,< 1 year,52000.0,0,17,0,36,1,60.0,43.76206961077844,12.23,No
36 months,OWN,C,car,15.02%,NJ,Current,Individual,8000,10+ years,132000.0,0,14,0,36,10,59.0,43.76206961077844,6.26,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,NH,Current,Individual,5000,10+ years,75000.0,5,35,0,36,10,67.0,43.76206961077844,29.23,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,FL,Current,Individual,35000,n/a,112616.0,0,34,0,36,"",37.0,43.76206961077844,24.38,No
60 months,RENT,D,debt_consolidation,18.94%,CA,Current,Individual,15000,9 years,95000.0,0,30,0,60,9,62.0,43.76206961077844,13.33,No
36 months,MORTGAGE,A,medical,6.67%,NY,Current,Joint App,30000,< 1 year,148000.0,0,44,0,36,1,32.0,43.76206961077844,27.63,No
36 months,RENT,C,credit_card,15.02%,CA,Current,Individual,10000,10+ years,45000.0,0,33,0,36,10,51.0,43.76206961077844,25.71,No
60 months,RENT,B,debt_consolidation,11.55%,GA,Current,Individual,14400,9 years,55000.0,0,17,0,60,9,58.0,43.76206961077844,25.09,No
60 months,MORTGAGE,B,credit_card,11.55%,TX,Current,Individual,20400,4 years,87000.0,0,52,0,60,4,29.0,43.76206961077844,27.66,No
36 months,RENT,C,debt_consolidation,16.14%,TX,Current,Individual,10000,n/a,65000.0,0,14,0,36,"",64.0,43.76206961077844,3.57,No
36 months,OWN,C,debt_consolidation,13.56%,LA,Current,Individual,4200,n/a,40000.0,0,35,0,36,"",19.0,43.76206961077844,14.57,No
60 months,MORTGAGE,A,credit_card,6.67%,NV,Current,Individual,18500,2 years,40000.0,0,26,0,60,2,27.0,43.76206961077844,24.39,No
36 months,OWN,D,debt_consolidation,19.92%,IL,Current,Joint App,6400,3 years,40000.0,0,12,0,36,3,64.0,43.76206961077844,24.24,No
36 months,OWN,B,debt_consolidation,10.47%,FL,Current,Individual,16000,10+ years,49000.0,1,16,1,36,10,0.0,43.76206961077844,28.43,No
36 months,MORTGAGE,A,car,6.11%,FL,Current,Individual,40000,3 years,180000.0,0,13,0,36,3,35.0,43.76206961077844,5.53,No
36 months,RENT,A,credit_card,7.84%,PA,Current,Individual,4000,6 years,72000.0,0,24,0,36,6,8.0,43.76206961077844,27.32,No
36 months,MORTGAGE,A,credit_card,7.21%,NJ,Current,Individual,30000,10+ years,700000.0,0,17,0,36,10,81.0,43.76206961077844,13.86,No
36 months,OWN,A,debt_consolidation,7.21%,RI,Current,Individual,20000,2 years,70000.0,0,35,0,36,2,12.0,43.76206961077844,17.92,No
60 months,OWN,B,debt_consolidation,11.55%,OK,Current,Individual,23500,7 years,120000.0,0,32,0,60,7,48.0,43.76206961077844,26.28,No
36 months,MORTGAGE,C,debt_consolidation,16.14%,IL,Current,Individual,10000,3 years,80000.0,0,28,0,36,3,72.0,43.76206961077844,24.63,No
36 months,OWN,A,debt_consolidation,7.84%,IL,Current,Individual,14000,4 years,56000.0,0,17,0,36,4,34.0,43.76206961077844,22.22,No
36 months,RENT,B,small_business,10.47%,TX,Current,Individual,7500,6 years,120000.0,0,19,0,36,6,63.0,43.76206961077844,20.84,No
60 months,MORTGAGE,D,debt_consolidation,17.97%,IL,Current,Individual,25000,10+ years,60000.0,0,38,0,60,10,5.0,43.76206961077844,28.18,No
36 months,OWN,A,debt_consolidation,7.21%,CA,Current,Joint App,12000,n/a,48000.0,0,22,0,36,"",33.0,43.76206961077844,24.23,No
36 months,MORTGAGE,B,credit_card,11.06%,CA,Current,Individual,24000,10+ years,140000.0,0,14,0,36,10,68.0,43.76206961077844,6.67,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,AZ,Current,Joint App,40000,< 1 year,45000.0,0,20,0,60,1,93.0,43.76206961077844,41.52,No
36 months,RENT,F,debt_consolidation,29.69%,VA,Current,Individual,7525,3 years,104000.0,0,4,0,36,3,21.0,43.76206961077844,9.61,No
36 months,OWN,A,debt_consolidation,7.84%,CA,Current,Individual,5000,n/a,27500.0,0,13,0,36,"",26.0,43.76206961077844,6.5,No
36 months,RENT,A,credit_card,7.21%,WA,Current,Individual,10000,1 year,195000.0,0,19,0,36,1,17.0,43.76206961077844,7.82,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,SC,Current,Individual,9000,n/a,38000.0,0,16,0,36,"",29.0,43.76206961077844,32.25,No
36 months,RENT,D,debt_consolidation,19.92%,IL,Current,Individual,9600,< 1 year,46000.0,0,18,0,36,1,58.0,43.76206961077844,19.2,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,MS,Current,Individual,20000,10+ years,65500.0,0,19,0,36,10,47.0,43.76206961077844,24.44,No
36 months,OWN,B,debt_consolidation,10.47%,IL,Current,Individual,10000,10+ years,47000.0,0,11,0,36,10,52.0,43.76206961077844,5.21,No
36 months,MORTGAGE,A,credit_card,8.46%,CT,Current,Individual,14000,10+ years,130000.0,0,20,0,36,10,37.0,43.76206961077844,14.59,No
36 months,RENT,C,debt_consolidation,16.14%,NY,Current,Individual,16000,< 1 year,44160.0,0,18,0,36,1,22.0,43.76206961077844,31.2,No
36 months,RENT,F,other,28.72%,GA,Current,Individual,3025,< 1 year,45000.0,0,14,0,36,1,87.0,43.76206961077844,27.64,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,VA,Current,Individual,28000,2 years,115000.0,0,160,0,60,2,28.0,43.76206961077844,21.35,No
36 months,RENT,A,credit_card,8.46%,CA,Current,Individual,4300,5 years,100000.0,0,9,0,36,5,37.0,43.76206961077844,7.73,No
36 months,RENT,B,debt_consolidation,10.08%,CA,Current,Individual,4800,10+ years,96000.0,0,46,0,36,10,44.0,43.76206961077844,29.23,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,CO,Current,Individual,13000,2 years,47556.0,0,38,0,36,2,48.0,43.76206961077844,8.76,No
36 months,RENT,D,debt_consolidation,19.92%,FL,Current,Individual,4200,9 years,79394.0,1,50,0,36,9,21.0,43.76206961077844,21.24,No
36 months,RENT,D,debt_consolidation,19.92%,PA,Current,Individual,4000,< 1 year,70000.0,2,18,1,36,1,35.0,43.76206961077844,4.47,No
36 months,OWN,A,debt_consolidation,8.46%,NY,Current,Individual,13000,n/a,25000.0,0,10,0,36,"",28.0,43.76206961077844,17.81,No
36 months,MORTGAGE,A,credit_card,6.11%,SD,Current,Individual,24000,2 years,45000.0,0,21,0,36,2,44.0,43.76206961077844,21.65,No
60 months,MORTGAGE,B,credit_card,10.08%,FL,Current,Individual,31000,10+ years,130000.0,0,26,0,60,10,49.0,43.76206961077844,17.05,No
36 months,MORTGAGE,A,home_improvement,7.21%,SC,Current,Individual,6000,4 years,75000.0,0,12,0,36,4,10.0,43.76206961077844,1.2,No
60 months,MORTGAGE,C,credit_card,15.02%,TX,Current,Individual,19200,10+ years,135000.0,0,28,0,60,10,91.0,43.76206961077844,22.51,No
36 months,MORTGAGE,A,credit_card,8.46%,CT,Current,Individual,7000,< 1 year,130000.0,1,53,0,36,1,9.0,43.76206961077844,8.81,No
60 months,MORTGAGE,B,debt_consolidation,12.73%,GA,Current,Individual,35000,< 1 year,121000.0,0,35,0,60,1,11.0,43.76206961077844,38.05,No
36 months,MORTGAGE,B,debt_consolidation,11.55%,NV,Current,Individual,10200,10+ years,70000.0,0,27,0,36,10,43.0,43.76206961077844,19.73,No
60 months,MORTGAGE,D,debt_consolidation,18.94%,NJ,Current,Individual,33000,5 years,166000.0,0,24,0,60,5,67.0,43.76206961077844,6.88,No
36 months,MORTGAGE,A,credit_card,7.21%,IL,Current,Individual,8000,10+ years,48000.0,0,17,0,36,10,44.0,43.76206961077844,20.28,No
36 months,MORTGAGE,B,car,11.06%,WI,Current,Joint App,5000,10+ years,27000.0,0,5,0,36,10,0.0,43.76206961077844,0.0,No
60 months,MORTGAGE,E,debt_consolidation,27.27%,TN,Late (16-30 days),Individual,30000,5 years,65000.0,0,16,0,60,5,47.0,43.76206961077844,17.35,Yes
36 months,MORTGAGE,A,debt_consolidation,6.67%,SD,Current,Individual,15000,2 years,57000.0,0,7,0,36,2,57.0,43.76206961077844,14.48,No
36 months,RENT,B,credit_card,11.55%,NY,Current,Individual,5500,4 years,34000.0,0,2,0,36,4,77.0,43.76206961077844,8.44,No
36 months,RENT,D,other,18.94%,CA,Current,Individual,5000,n/a,40000.0,0,18,0,36,"",46.0,43.76206961077844,25.26,No
60 months,RENT,B,debt_consolidation,10.47%,WA,Current,Individual,25000,6 years,66818.0,0,13,0,60,6,83.0,43.76206961077844,15.27,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,TX,Current,Joint App,26000,10+ years,80000.0,0,20,0,60,10,54.0,43.76206961077844,25.44,No
36 months,MORTGAGE,A,credit_card,6.11%,FL,Current,Individual,16500,10+ years,75000.0,0,22,0,36,10,45.0,43.76206961077844,18.21,No
36 months,OWN,A,debt_consolidation,8.46%,CA,Current,Individual,5000,< 1 year,40000.0,0,12,0,36,1,6.0,43.76206961077844,11.79,No
36 months,MORTGAGE,A,major_purchase,6.11%,MT,Current,Joint App,25000,< 1 year,100000.0,0,28,0,36,1,19.0,43.76206961077844,22.85,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,SC,Current,Individual,30000,10+ years,85000.0,1,13,1,36,10,29.0,43.76206961077844,20.06,No
60 months,MORTGAGE,B,credit_card,11.06%,CA,Current,Individual,20000,2 years,120000.0,0,14,0,60,2,41.0,43.76206961077844,10.88,No
36 months,RENT,C,debt_consolidation,14.47%,RI,Current,Individual,18200,9 years,67000.0,0,29,0,36,9,57.0,43.76206961077844,22.35,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,AR,Current,Individual,20000,n/a,38600.0,0,18,0,36,"",29.0,43.76206961077844,22.61,No
36 months,OWN,C,credit_card,13.56%,OH,Current,Individual,14000,< 1 year,35000.0,0,6,0,36,1,99.0,43.76206961077844,7.61,No
36 months,RENT,A,debt_consolidation,6.67%,NY,Current,Individual,6000,2 years,52000.0,0,23,0,36,2,0.0,43.76206961077844,23.19,No
36 months,RENT,E,debt_consolidation,25.34%,NY,Current,Individual,14500,4 years,110000.0,0,27,0,36,4,28.0,43.76206961077844,8.27,No
36 months,OWN,C,credit_card,14.47%,WV,Current,Individual,20000,1 year,55380.0,0,19,0,36,1,40.0,43.76206961077844,22.58,No
60 months,MORTGAGE,C,home_improvement,15.02%,ME,Current,Joint App,20000,10+ years,59000.0,0,43,0,60,10,10.0,43.76206961077844,41.4,No
36 months,RENT,A,debt_consolidation,6.11%,NY,Current,Individual,15000,10+ years,60000.0,0,15,0,36,10,48.0,43.76206961077844,10.02,No
36 months,MORTGAGE,A,car,6.67%,PA,Current,Individual,9400,7 years,80000.0,0,60,0,36,7,24.0,43.76206961077844,11.39,No
36 months,RENT,A,debt_consolidation,8.46%,MA,Current,Individual,10800,3 years,80000.0,0,13,0,36,3,23.0,43.76206961077844,2.87,No
36 months,MORTGAGE,A,credit_card,6.67%,CA,Current,Individual,6000,6 years,55000.0,0,36,0,36,6,29.0,43.76206961077844,37.84,No
36 months,MORTGAGE,A,small_business,6.67%,IN,Current,Individual,16000,10+ years,180000.0,0,41,0,36,10,28.0,43.76206961077844,21.32,No
36 months,MORTGAGE,D,major_purchase,18.94%,CA,Fully Paid,Individual,5800,10+ years,55000.0,0,31,0,36,10,17.0,43.76206961077844,21.86,No
60 months,RENT,B,debt_consolidation,10.47%,CA,Current,Joint App,32000,< 1 year,112000.0,0,24,0,60,1,48.0,43.76206961077844,31.64,No
36 months,RENT,B,credit_card,12.73%,CA,Current,Individual,4000,3 years,75000.0,3,31,0,36,3,52.0,43.76206961077844,17.98,No
36 months,MORTGAGE,A,other,7.21%,MI,Current,Joint App,30000,10+ years,49000.0,0,27,0,36,10,31.0,43.76206961077844,27.16,No
36 months,MORTGAGE,B,home_improvement,10.08%,KY,Current,Individual,2500,9 years,24000.0,0,15,0,36,9,23.0,43.76206961077844,15.45,No
36 months,RENT,A,other,8.46%,NY,Current,Individual,6400,4 years,86000.0,1,21,0,36,4,2.0,43.76206961077844,13.34,No
36 months,RENT,A,major_purchase,7.21%,NY,Current,Individual,20000,5 years,120000.0,0,6,0,36,5,11.0,43.76206961077844,5.8,No
36 months,RENT,D,debt_consolidation,19.92%,CA,Late (16-30 days),Individual,17500,7 years,40000.0,0,19,0,36,7,63.0,43.76206961077844,34.17,Yes
60 months,MORTGAGE,B,debt_consolidation,12.73%,GA,Current,Individual,33600,10+ years,96000.0,0,36,0,60,10,28.0,43.76206961077844,25.69,No
36 months,MORTGAGE,A,credit_card,7.21%,TX,Current,Individual,23500,3 years,110000.0,1,34,0,36,3,85.0,43.76206961077844,23.58,No
36 months,RENT,E,credit_card,27.27%,NY,Current,Individual,10600,10+ years,92000.0,1,20,0,36,10,20.0,43.76206961077844,34.23,No
36 months,RENT,C,other,15.02%,IL,Current,Individual,5000,n/a,30000.0,0,18,0,36,"",16.0,43.76206961077844,8.6,No
60 months,RENT,D,debt_consolidation,19.92%,IL,Current,Individual,35000,2 years,76000.0,0,26,0,60,2,54.0,43.76206961077844,16.06,No
60 months,MORTGAGE,D,debt_consolidation,17.97%,GA,Current,Individual,35000,1 year,120000.0,0,30,0,60,1,90.0,43.76206961077844,21.22,No
36 months,MORTGAGE,A,home_improvement,6.67%,NM,Current,Individual,9000,< 1 year,60000.0,0,17,0,36,1,42.0,43.76206961077844,35.88,No
60 months,RENT,C,debt_consolidation,15.02%,FL,Current,Individual,15200,6 years,65000.0,0,35,0,60,6,31.0,43.76206961077844,25.15,No
36 months,OWN,A,debt_consolidation,6.11%,TN,Current,Individual,3000,10+ years,32000.0,0,28,0,36,10,36.0,43.76206961077844,13.24,No
36 months,RENT,A,credit_card,7.21%,IN,Current,Individual,4000,n/a,21948.0,0,20,0,36,"",12.0,43.76206961077844,21.54,No
60 months,RENT,C,debt_consolidation,13.56%,CO,Current,Individual,16000,10+ years,45000.0,0,24,0,60,10,17.0,43.76206961077844,18.77,No
36 months,MORTGAGE,D,debt_consolidation,22.35%,SC,Fully Paid,Individual,5000,3 years,47000.0,0,22,0,36,3,33.0,43.76206961077844,25.82,No
36 months,OWN,B,debt_consolidation,10.08%,NY,Current,Individual,2000,10+ years,46000.0,0,8,0,36,10,17.0,43.76206961077844,11.01,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,FL,Current,Individual,25000,< 1 year,87000.0,0,34,0,60,1,13.0,43.76206961077844,16.35,No
36 months,OWN,A,debt_consolidation,7.84%,TN,Current,Individual,8100,2 years,39520.0,0,6,0,36,2,57.0,43.76206961077844,15.46,No
60 months,MORTGAGE,C,credit_card,16.14%,NY,Current,Joint App,22975,10+ years,85000.0,0,16,0,60,10,24.0,43.76206961077844,23.01,No
36 months,OWN,B,debt_consolidation,11.55%,CA,Current,Individual,10000,< 1 year,45000.0,0,27,0,36,1,32.0,43.76206961077844,14.88,No
36 months,RENT,D,medical,19.92%,SC,Current,Individual,5500,< 1 year,72000.0,1,27,0,36,1,3.0,43.76206961077844,27.2,No
36 months,RENT,B,debt_consolidation,10.47%,FL,Current,Individual,20000,4 years,50000.0,0,33,0,36,4,33.0,43.76206961077844,28.85,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,TX,Current,Individual,14500,4 years,75000.0,0,17,0,36,4,31.0,43.76206961077844,16.0,No
36 months,MORTGAGE,C,debt_consolidation,13.56%,CA,Current,Individual,20000,2 years,70000.0,0,32,0,36,2,51.0,43.76206961077844,18.39,No
36 months,OWN,D,other,22.35%,OK,Current,Individual,3000,n/a,92000.0,1,53,1,36,"",35.0,43.76206961077844,14.49,No
36 months,RENT,D,other,20.89%,TX,Current,Individual,10000,< 1 year,118000.0,0,19,0,36,1,83.0,43.76206961077844,19.85,No
